series_id,year,period,value,footnote_codes.x,date,area_code,item_code,seasonal,periodicity_code,base_code,base_period,series_title,footnote_codes.y,begin_year,begin_period,end_year,end_period,item_name,display_level,selectable,sort_sequence,weight,Pchange1,Wchange1,Wchange1a,AddedW3,AddedW12,Pchange3,Wchange3,Wchange3a,Pchange6,Wchange6,Wchange6a,Pchange12,Wchange12
CUSR0000SA0E,1997,M01,115.2,NA,1997-01-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUSR0000SA0E,1997,M02,115,NA,1997-02-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.0017361111111111605,-0.012756944444444805,-0.0015297597083676617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUSR0000SA0E,1997,M03,113,NA,1997-03-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.017391304347826098,-0.12779130434782615,-0.015227632249441014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUSR0000SA0E,1997,M04,111,NA,1997-04-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.017699115044247815,-0.13005309734513296,-0.015495223067114816,-0.002706013461374039,NA,-0.03645833333333337,-0.002678958333333336,-0.010672849280899066,NA,-0.002678958333333336,-0.005350739848914876,NA,NA
CUSR0000SA0E,1997,M05,108.8,NA,1997-05-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.01981981981981984,-0.14563603603603617,-0.017337016621983503,-0.004034804377289952,NA,-0.05391304347826087,-0.003961530434782609,-0.01575220783717468,NA,-0.003961530434782609,-0.007907367146179567,NA,NA
CUSR0000SA0E,1997,M06,110,NA,1997-06-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,0.011029411764705843,0.08104411764705853,0.009768761223070355,-0.001946450157341106,NA,-0.026548672566371723,-0.0019507964601769943,-0.007780381881108633,NA,-0.0019507964601769943,-0.0038977873135250807,NA,NA
CUSR0000SA0E,1997,M07,109.1,NA,1997-07-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.008181818181818179,-0.06011999999999998,-0.007190592606045598,-0.0012471191838897761,NA,-0.017117117117117164,-0.0012577657657657693,-0.0050215791712457936,-0.05295138888888895,-0.0012577657657657693,-0.002513949556809947,NA,NA
CUSR0000SA0E,1997,M08,110.9,NA,1997-08-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,0.016498625114573784,0.12123189734188815,0.014645222082250164,0.001421560149889467,NA,0.01930147058823528,0.0014182720588235284,0.005685168624529835,-0.03565217391304343,0.0014182720588235284,0.0028385556132801693,NA,NA
CUSR0000SA0E,1997,M09,112.4,NA,1997-09-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,0.01352569882777277,0.0993868349864743,0.01199182976358304,0.0016049873232836251,NA,0.02181818181818196,0.0016032000000000101,0.0064282379905464815,-0.005309734513274322,0.0016032000000000101,0.0032089702502398065,NA,NA
CUSR0000SA0E,1997,M10,111.8,NA,1997-10-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.005338078291814985,-0.03922419928825651,-0.004696762829877299,0.0018139453304010593,NA,0.024747937671860676,0.0018184784601283225,0.007293779088751284,0.007207207207207134,0.0018184784601283225,0.0036402637841665975,NA,NA
CUSR0000SA0E,1997,M11,111.4,NA,1997-11-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.003577817531305816,-0.026289803220035133,-0.0031502187667338255,3.387283247818266e-4,NA,0.004508566275924331,3.312894499549198e-4,0.0013258164614695644,0.023897058823529438,3.312894499549198e-4,6.626886526095443e-4,NA,NA
CUSR0000SA0E,1997,M12,109.8,NA,1997-12-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.014362657091562037,-0.10553680430879783,-0.012591163594955823,-0.0017105080681708946,NA,-0.02313167259786486,-0.00169971530249111,-0.00678154665108921,-0.0018181818181818299,-0.00169971530249111,-0.0033965415728727244,NA,NA
CUSR0000SA0E,1998,M01,107.5,NA,1998-01-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.020947176684881552,-0.15391985428050964,-0.018314819264232507,-0.0028574646180934264,-0.004996651932956182,-0.038461538461538436,-0.0028261538461538446,-0.011256782739056614,-0.01466544454628771,-0.0028261538461538446,-0.005644320546745463,-0.06684027777777779,-0.004911423611111112
CUSR0000SA0E,1998,M02,105.1,NA,1998-02-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.022325581395348904,-0.16404837209302375,-0.01950915401077813,-0.004235050306823312,-0.00650956620944197,-0.0565529622980252,-0.0041555116696588915,-0.01651872375113239,-0.0522993688007215,-0.0041555116696588915,-0.008293755062081076,-0.08608695652173914,-0.006325669565217392
CUSR0000SA0E,1998,M03,103.3,NA,1998-03-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.01712654614652709,-0.12584586108468104,-0.014997415167756212,-0.004438140874582145,-0.00649011177681052,-0.059198542805100174,-0.00434990892531876,-0.01728643432811261,-0.08096085409252674,-0.00434990892531876,-0.008680896142978844,-0.08584070796460175,-0.006307575221238936
CUSR0000SA0E,1998,M04,102.4,NA,1998-04-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.00871248789932233,-0.06401936108422047,-0.007655331012361821,-0.0035391359426192527,-0.005829774414201395,-0.047441860465116226,-0.0034860279069767403,-0.013871366591107548,-0.08407871198568861,-0.0034860279069767403,-0.006959903423385261,-0.07747747747747746,-0.005693045045045044
CUSR0000SA0E,1998,M05,103.2,NA,1998-05-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,0.0078125,0.057406250000000006,0.006910541825385641,-0.0013245897216890151,-0.003799351553841033,-0.01807802093244526,-0.0013283729781160777,-0.005302913836790379,-0.07360861759425497,-0.0013283729781160777,-0.0026549813814631396,-0.051470588235294046,-0.003782058823529406
CUSR0000SA0E,1998,M06,103.6,NA,1998-06-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,0.003875968992248069,0.02848062015503881,0.00342303306606917,2.1867509070818336e-4,-0.00432498652876123,0.0029041626331074433,2.1339787028073495e-4,8.538647519027442e-4,-0.0564663023679417,2.1339787028073495e-4,4.268412792125531e-4,-0.05818181818181822,-0.004275200000000003
CUSR0000SA0E,1998,M07,103.3,NA,1998-07-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.0028957528957528345,-0.021277992277991827,-0.0025503730222472543,6.460887787704698e-4,-0.003936566451541149,0.0087890625,6.458203125e-4,0.0025857848308747933,-0.039069767441860526,6.458203125e-4,0.001292057708875971,-0.05316223648029328,-0.0039063611365719505
CUSR0000SA0E,1998,M08,102.1,NA,1998-08-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.011616650532429884,-0.08535914811229478,-0.010195145522891691,-7.815652023524779e-4,-0.006002476906082978,-0.0106589147286823,-7.832170542635754e-4,-0.0031291895647453938,-0.028544243577545148,-7.832170542635754e-4,-0.0015658206795730045,-0.07935076645626704,-0.005830694319206502
CUSR0000SA0E,1998,M09,101.3,NA,1998-09-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.007835455435847183,-0.0575749265426051,-0.006887154962246567,-0.001642120669328917,-0.007572094521373772,-0.022200772200772212,-0.001631312741312742,-0.006509301235484988,-0.019361084220716362,-0.001631312741312742,-0.0032599643013655477,-0.09875444839857661,-0.0072564768683274095
CUSR0000SA0E,1998,M10,101.5,NA,1998-10-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,0.001974333662388972,0.014507403751234165,0.0017422781895333195,-0.0012842667090366571,-0.007034778490978865,-0.01742497579864466,-0.0012803872216844096,-0.0051117209316488,-0.0087890625,-0.0012803872216844096,-0.002559135051931394,-0.092128801431127,-0.006769624329159212
CUSR0000SA0E,1998,M11,101.1,NA,1998-11-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.003940886699507429,-0.028957635467980587,-0.0034693872000761683,-7.202515825935152e-4,-0.0070614568134583205,-0.009794319294809006,-7.196865817825658e-4,-0.0028756401252491015,-0.020348837209302362,-7.196865817825658e-4,-0.0014388552147891476,-0.09245960502693007,-0.006793931777378821
CUSR0000SA0E,1998,M12,100.1,NA,1998-12-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.009891196834816984,-0.0726805143422352,-0.008686881830788029,-8.713074605898162e-4,-0.006732893913792694,-0.01184600197433372,-8.704442250740417e-4,-0.003477233498877408,-0.03378378378378377,-8.704442250740417e-4,-0.0017401307769991936,-0.08834244080145726,-0.006491402550091079
CUSR0000SA0E,1999,M01,99.7,NA,1999-01-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.003996003996003861,-0.02936263736263637,-0.00351783176371101,-0.0013100078717285216,-0.0054873217446139615,-0.017733990147783207,-0.00130309359605911,-0.005202194914719849,-0.03484995159728943,-0.00130309359605911,-0.002604489139198085,-0.07255813953488366,-0.005331572093023251
CUSR0000SA0E,1999,M02,99.2,NA,1999-02-01,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",NA,1957,M01,2022,M02,Energy,1,TRUE,375,7.348,-0.005015045135406182,-0.036850551654964626,-0.00441311464180727,-0.001388937033598362,-0.00421534354023337,-0.01879327398615227,-0.0013809297725024688,-0.005512287817704076,-0.028403525954945996,-0.0013809297725024688,-0.00275995257796835,-0.05613701236917212,-0.0041249476688867675
